stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone
6-1195,1195,Legraverend,Rennes,48.11766000,-1.68483400,,,0,,1,
6-1233,1233,Lemaistre,Rennes,48.10702600,-1.72159100,,,0,,1,
6-1539,1539,Lemaistre,Rennes,48.10716000,-1.72507400,,,0,,1,
6-4312,4312,Lemordant,L'Hermitage,48.12729900,-1.81238700,,,0,,2,
6-4327,4327,Lemordant,L'Hermitage,48.12733500,-1.81286900,,,0,,2,
6-1329,1329,Lenoir,Rennes,48.12156700,-1.68325800,,,0,,1,
6-1370,1370,Lenoir,Rennes,48.12195900,-1.68349000,,,0,,1,
6-1338,1338,Leray,Rennes,48.09500000,-1.66161700,,,0,,1,
6-1362,1362,Leray,Rennes,48.09504600,-1.66146800,,,0,,1,
6-1735,1735,Leray,Rennes,48.09572000,-1.66212700,,,0,,1,
6-1736,1736,Leray,Rennes,48.09566200,-1.66193600,,,0,,1,
6-1417,1417,Les Arts,Rennes,48.11117600,-1.71289500,,,0,,1,
6-1419,1419,Les Arts,Rennes,48.11143300,-1.71338200,,,0,,1,
6-4668,4668,Les Bordes,Cintré,48.11265000,-1.89213900,,,0,,2,
6-3826,3826,Les Cruaux,Bourgbarré,48.00414300,-1.60278400,,,0,,2,
6-1375,1375,Les Gayeulles,Rennes,48.12994200,-1.65656900,,,0,,1,
6-1406,1406,Les Gayeulles,Rennes,48.13031100,-1.65645500,,,0,,1,
6-1723,1723,Les Gayeulles,Rennes,48.12949300,-1.65686900,,,0,,1,
6-1724,1724,Les Gayeulles,Rennes,48.12967300,-1.65671900,,,0,,1,
6-1725,1725,Les Gayeulles,Rennes,48.12993200,-1.65687600,,,0,,1,
6-5054,5054,Les Gayeulles,Rennes,48.12940700,-1.65786800,,,0,6-15054,1,
6-5075,5075,Les Gayeulles,Rennes,48.12936900,-1.65761800,,,0,6-15054,1,
6-1768,1768,Les Hautes Ourmes,Rennes,48.08948800,-1.65084300,,,0,,2,
6-2042,2042,Les Lacs,Cesson-Sévigné,48.12467200,-1.61309600,,,0,,1,
6-2049,2049,Les Lacs,Cesson-Sévigné,48.12439700,-1.61412200,,,0,,1,
6-2150,2150,Les Lacs,Cesson-Sévigné,48.12519800,-1.61305400,,,0,,1,
6-2151,2151,Les Lacs,Cesson-Sévigné,48.12536200,-1.61300100,,,0,,1,
6-1050,1050,Les Lices,Rennes,48.11164700,-1.68699900,,,0,,1,
6-1092,1092,Les Lices,Rennes,48.11175900,-1.68621600,,,0,,1,
6-2466,2466,Les Ormes,Betton,48.17921000,-1.63182400,,,0,,1,
6-2468,2468,Les Ormes,Betton,48.17957900,-1.63238900,,,0,,1,
6-2508,2508,Les Pins,Le Rheu,48.09688300,-1.77583100,,,0,,1,
6-2513,2513,Les Pins,Le Rheu,48.09698300,-1.77605900,,,0,,1,
6-1262,1262,Les Prairies,Rennes,48.12141400,-1.67105000,,,0,,1,
6-1280,1280,Les Prairies,Rennes,48.12147600,-1.67069500,,,0,,1,
6-1603,1603,Les Préales,Rennes,48.11320000,-1.64126900,,,0,,1,
6-1604,1604,Les Préales,Rennes,48.11357200,-1.64094900,,,0,,1,
6-4742,4742,Les Vallées,Laillé,47.97427700,-1.74307000,,,0,,2,
6-4359,4359,Leuzières,Saint-Erblon,48.02362800,-1.65519900,,,0,,1,
6-4360,4360,Leuzières,Saint-Erblon,48.02405000,-1.65589600,,,0,,2,
6-3212,3212,Levant,Orgères,48.00043400,-1.66694500,,,0,,1,
6-3217,3217,Levant,Orgères,48.00037200,-1.66716600,,,0,,1,
6-1088,1088,Liberté,Rennes,48.10738100,-1.67495200,,,0,,2,
6-2207,2207,Lilas,Saint-Jacques-de-la-Lande,48.09409000,-1.69957300,,,0,,1,
6-2210,2210,Lilas,Saint-Jacques-de-la-Lande,48.09429800,-1.69854700,,,0,,1,
6-2549,2549,Lindon,Le Rheu,48.10575900,-1.79391000,,,0,,1,
6-3756,3756,Lion d'Or,Vezin-le-Coquet,48.11901800,-1.76091100,,,0,,1,
6-3763,3763,Lion d'Or,Vezin-le-Coquet,48.11928100,-1.76139600,,,0,,1,
6-3007,3007,Loges,Chantepie,48.09046300,-1.62401200,,,0,,1,
6-3008,3008,Loges,Chantepie,48.09033700,-1.62413900,,,0,,1,
6-3325,3325,Longrais,Thorigné-Fouillard,48.15164800,-1.58340600,,,0,,1,
6-3326,3326,Longrais,Thorigné-Fouillard,48.15152200,-1.58322300,,,0,,1,
6-1001,1001,Longs Champs,Rennes,48.12905100,-1.63257600,,,0,,1,
6-1039,1039,Longs Champs,Rennes,48.12901300,-1.63236000,,,0,,1,
6-1617,1617,Longs Champs Est,Rennes,48.12909700,-1.63013700,,,0,,1,
6-2121,2121,Longs Champs Est,Cesson-Sévigné,48.13036300,-1.63128600,,,0,,1,
6-1374,1374,Longs Prés,Rennes,48.13314700,-1.65694000,,,0,,1,
6-1407,1407,Longs Prés,Rennes,48.13314300,-1.65664700,,,0,,1,
6-2747,2747,Lotissement du Moulin,Noyal-Châtillon-sur-Seiche,48.04199700,-1.65641900,,,0,,2,
6-2765,2765,Lotissement du Moulin,Noyal-Châtillon-sur-Seiche,48.04189900,-1.65631400,,,0,,2,
6-2709,2709,Louis Texier,Noyal-Châtillon-sur-Seiche,48.04407400,-1.66116800,,,0,,1,
6-2720,2720,Louis Texier,Noyal-Châtillon-sur-Seiche,48.04437800,-1.66082900,,,0,,2,
6-1565,1565,Lycée Basch,Rennes,48.12532000,-1.69244200,,,0,,2,
6-1566,1566,Lycée Basch,Rennes,48.12557900,-1.69254400,,,0,,1,
6-1269,1269,Lycée Bréquigny,Rennes,48.08412100,-1.69204700,,,0,,1,
6-1451,1451,Lycée Bréquigny,Rennes,48.08686600,-1.69132700,,,0,,1,
6-1455,1455,Lycée Bréquigny,Rennes,48.08669200,-1.69097600,,,0,,1,
6-1064,1064,Lycée Descartes,Rennes,48.09030100,-1.64501800,,,0,,1,
6-1078,1078,Lycée Descartes,Rennes,48.08998800,-1.64467000,,,0,,1,
6-1328,1328,Lycée Mendès France,Rennes,48.13296400,-1.68524800,,,0,,1,
6-1371,1371,Lycée Mendès France,Rennes,48.13331600,-1.68511400,,,0,,1,
6-1578,1578,Lycée Mendès France,Rennes,48.13330700,-1.68392900,,,0,,1,
6-1640,1640,Lycée Mendès France,Rennes,48.13366800,-1.68456100,,,0,,2,
6-2502,2502,Lycée Monod,Le Rheu,48.10049600,-1.80653400,,,0,,1,
6-2519,2519,Lycée Monod,Le Rheu,48.10079400,-1.80667800,,,0,,1,
6-2052,2052,Lycée Ozanam,Cesson-Sévigné,48.13011700,-1.59723800,,,0,,1,
6-2091,2091,Lycée Sévigné,Cesson-Sévigné,48.11900800,-1.59809400,,,0,,1,
6-1302,1302,Léonard,Rennes,48.13150300,-1.69178600,,,0,,1,
6-1537,1537,Léonard,Rennes,48.13159600,-1.69166000,,,0,,1,
6-1543,1543,Léonard,Rennes,48.13132200,-1.69187400,,,0,,1,
6-1712,1712,Mabilais,Rennes,48.10545100,-1.69345900,,,0,,1,
6-1713,1713,Mabilais,Rennes,48.10544500,-1.69333600,,,0,,1,
6-1714,1714,Mabilais,Rennes,48.10514200,-1.69190100,,,0,,1,
6-1715,1715,Mabilais,Rennes,48.10503200,-1.69192900,,,0,,1,
6-5061,5061,Mabilais,Rennes,48.10508000,-1.69292300,,,0,6-15061,1,
6-5068,5068,Mabilais,Rennes,48.10503600,-1.69241200,,,0,6-15061,1,
6-2251,2251,Maffeys,Saint-Jacques-de-la-Lande,48.08677700,-1.71028500,,,0,,2,
6-2252,2252,Maffeys,Saint-Jacques-de-la-Lande,48.08671000,-1.71005100,,,0,,2,
6-2522,2522,Mahomat,Le Rheu,48.09398900,-1.77392200,,,0,,1,
6-2523,2523,Mahomat,Le Rheu,48.09407300,-1.77408800,,,0,,1,
6-2712,2712,Mail Lancé,Noyal-Châtillon-sur-Seiche,48.06400400,-1.66384900,,,0,,2,
6-2717,2717,Mail Lancé,Noyal-Châtillon-sur-Seiche,48.06368500,-1.66390700,,,0,,2,
6-2630,2630,Maillardière,Vern-sur-Seiche,48.04521100,-1.59875700,,,0,,1,
6-2633,2633,Maillardière,Vern-sur-Seiche,48.04520800,-1.59857700,,,0,,1,
6-4152,4152,Mainguère,Brécé,48.10903100,-1.47845200,,,0,,1,
6-4161,4161,Mainguère,Brécé,48.10908100,-1.47829200,,,0,,1,
6-2827,2827,Maison Blanche,Saint-Grégoire,48.14905600,-1.65657100,,,0,,1,
6-2829,2829,Maison Blanche,Saint-Grégoire,48.14920700,-1.65642800,,,0,,1,
6-2865,2865,Maison Blanche,Saint-Grégoire,48.14728900,-1.65758900,,,0,,1,
6-2866,2866,Maison Blanche,Saint-Grégoire,48.14715200,-1.65726500,,,0,,1,
6-2011,2011,Maison d'Accueil,Cesson-Sévigné,48.12104300,-1.60989500,,,0,,1,
6-2025,2025,Maison d'Accueil,Cesson-Sévigné,48.12125000,-1.60989200,,,0,,1,
6-3717,3717,Maison Neuve,Saint-Gilles,48.15400900,-1.83753500,,,0,,1,
6-3723,3723,Maison Neuve,Saint-Gilles,48.15402700,-1.83798700,,,0,,1,
6-1674,1674,Malraux,Rennes,48.13372800,-1.70281300,,,0,,1,
6-1678,1678,Malraux,Rennes,48.13364500,-1.70309600,,,0,,1,
6-2206,2206,Maltière,Saint-Jacques-de-la-Lande,48.08766800,-1.70683700,,,0,,1,
6-2211,2211,Maltière,Saint-Jacques-de-la-Lande,48.08658600,-1.70782800,,,0,,1,
6-2225,2225,Maltière,Saint-Jacques-de-la-Lande,48.08681500,-1.70561200,,,0,,2,
6-1675,1675,Mandela,Rennes,48.13484200,-1.69851100,,,0,,1,
6-1677,1677,Mandela,Rennes,48.13482600,-1.69877700,,,0,,1,
6-4771,4771,Mandon,Laillé,47.93940600,-1.68062800,,,0,,2,
6-4772,4772,Mandon,Laillé,47.93933500,-1.68047300,,,0,,2,
6-3768,3768,Marais,Vezin-le-Coquet,48.10423700,-1.73590500,,,0,,1,
6-3769,3769,Marais,Vezin-le-Coquet,48.10412900,-1.73604300,,,0,,1,
6-1294,1294,Marbeuf,Rennes,48.11129700,-1.70127600,,,0,,1,
6-1310,1310,Marbeuf,Rennes,48.11129800,-1.70086400,,,0,,1,
6-2350,2350,Mare de la Salle,Bruz,48.02931700,-1.71906100,,,0,,2,
6-2351,2351,Mare de la Salle,Bruz,48.02918600,-1.71972000,,,0,,2,
6-4206,4206,Mare Doux,Chavagne,48.06327400,-1.77230500,,,0,,2,
6-4207,4207,Mare Doux,Chavagne,48.06331900,-1.77250100,,,0,,2,
6-2010,2010,Mare Pavée,Cesson-Sévigné,48.12270800,-1.61089200,,,0,,1,
6-2026,2026,Mare Pavée,Cesson-Sévigné,48.12291500,-1.61086300,,,0,,1,
6-2074,2074,Mare Pavée,Cesson-Sévigné,48.12357900,-1.61124300,,,0,,1,
6-2075,2075,Mare Pavée,Cesson-Sévigné,48.12335000,-1.61124700,,,0,,1,
6-3521,3521,Marebaudière,Montgermont,48.15050500,-1.71651300,,,0,,1,
6-2408,2408,Marronniers,Betton,48.17613800,-1.63734700,,,0,,1,
6-2415,2415,Marronniers,Betton,48.17688600,-1.63705700,,,0,,1,
6-4746,4746,Martigné,Laillé,48.00133500,-1.72435800,,,0,,2,
6-4747,4747,Martigné,Laillé,48.00161100,-1.72398600,,,0,,2,
6-3024,3024,Martinière,Vern-sur-Seiche,48.07697200,-1.63184400,,,0,,2,
6-3025,3025,Martinière,Chantepie,48.07671400,-1.63178900,,,0,,2,
6-3404,3404,Menault,Nouvoitou,48.04134400,-1.54472300,,,0,,1,
6-3409,3409,Menault,Nouvoitou,48.04124000,-1.54467000,,,0,,1,
6-1414,1414,Merlin,Rennes,48.11640900,-1.71229400,,,0,,1,
6-1422,1422,Merlin,Rennes,48.11626700,-1.71129800,,,0,,1,
6-1020,1020,Mermoz,Rennes,48.09742800,-1.68958800,,,0,,1,
6-1266,1266,Mermoz,Rennes,48.09712100,-1.68905600,,,0,,1,
6-1275,1275,Mermoz,Rennes,48.09744100,-1.68857000,,,0,,1,
6-1573,1573,Mermoz,Rennes,48.09706000,-1.69025800,,,0,,1,
6-6005,6005,Mettrie Templiers,Romillé,48.21241400,-1.89082700,,,0,,1,
6-6006,6006,Mettrie Templiers,Romillé,48.21222400,-1.89082200,,,0,,1,
6-1730,1730,Metz,Rennes,48.11747700,-1.65942100,,,0,,1,
6-1731,1731,Metz,Rennes,48.11760800,-1.65934300,,,0,,1,
6-1009,1009,Metz Volney,Rennes,48.12161900,-1.66320500,,,0,,1,
6-1031,1031,Metz Volney,Rennes,48.12200200,-1.66216600,,,0,,1,
6-1729,1729,Metz Volney,Rennes,48.12157300,-1.66266000,,,0,,1,
6-1672,1672,Meynier,Rennes,48.12801900,-1.70793800,,,0,,1,
6-1680,1680,Meynier,Rennes,48.12850600,-1.70814100,,,0,,1,
6-2840,2840,MFR Rabinardières,Saint-Grégoire,48.17666400,-1.69027700,,,0,,1,
6-4950,4950,Miniac Eglise,Miniac-sous-Bécherel,48.28471000,-1.93080600,,,0,,1,
6-1005,1005,Mirabeau,Rennes,48.12307800,-1.64703500,,,0,,1,
6-1035,1035,Mirabeau,Rennes,48.12369200,-1.64513700,,,0,,1,
6-2272,2272,Mivoie,Saint-Jacques-de-la-Lande,48.07025200,-1.70302700,,,0,,1,
6-3810,3810,Moc Souris,Bourgbarré,47.96001800,-1.63244100,,,0,,2,
6-2526,2526,Moigné,Le Rheu,48.08043900,-1.77445400,,,0,,1,
6-2529,2529,Moigné,Le Rheu,48.08031800,-1.77450900,,,0,,1,
6-2706,2706,Molène,Noyal-Châtillon-sur-Seiche,48.03843900,-1.67074800,,,0,,1,
6-2723,2723,Molène,Noyal-Châtillon-sur-Seiche,48.03838800,-1.67052700,,,0,,1,
6-4404,4404,Monbusson,Le Verger,48.06914400,-1.94338800,,,0,,2,
6-4407,4407,Monbusson,Le Verger,48.06941600,-1.94318800,,,0,,2,
6-1754,1754,Monnaie,Rennes,48.11240200,-1.68158100,,,0,,1,
6-1761,1761,Monnerville,Rennes,48.10749400,-1.64948800,,,0,,1,
6-1762,1762,Monnerville,Rennes,48.10739200,-1.64911000,,,0,,1,
6-1066,1066,Monnet,Rennes,48.08780200,-1.63857500,,,0,,1,
6-1076,1076,Monnet,Rennes,48.08797400,-1.63842800,,,0,,1,
6-2059,2059,Monniais,Cesson-Sévigné,48.10930900,-1.60906300,,,0,,1,
6-2063,2063,Monniais,Cesson-Sévigné,48.10874800,-1.60961600,,,0,,1,
6-2143,2143,Monniais,Cesson-Sévigné,48.10969500,-1.60887900,,,0,,1,
6-1063,1063,Monsieur Vincent,Rennes,48.09272000,-1.64746500,,,0,,1,
6-1079,1079,Monsieur Vincent,Rennes,48.09278200,-1.64722900,,,0,,1,
6-4075,4075,Montaigu,La Chapelle-des-Fougeretz,48.17596400,-1.75630200,,,0,,2,
6-4076,4076,Montaigu,La Chapelle-des-Fougeretz,48.17580300,-1.75593600,,,0,,2,
6-1388,1388,Montand,Rennes,48.09933000,-1.71120300,,,0,,1,
6-1392,1392,Montand,Rennes,48.09988900,-1.71116600,,,0,,1,
6-3503,3503,Montgermont Mairie,Montgermont,48.15576100,-1.71653900,,,0,,1,
6-3512,3512,Montgermont Mairie,Montgermont,48.15561000,-1.71671200,,,0,,1,
6-4748,4748,Montheleu,Laillé,47.95460200,-1.68621900,,,0,,2,
6-4749,4749,Montheleu,Laillé,47.95462800,-1.68614600,,,0,,0,
6-2166,2166,Montoul,Cesson-Sévigné,48.09739400,-1.57438500,,,0,,2,
6-2167,2167,Montoul,Cesson-Sévigné,48.09734700,-1.57488700,,,0,,2,
6-1253,1253,Monts d'Arrée,Rennes,48.13670700,-1.66755300,,,0,,1,
6-1289,1289,Monts d'Arrée,Rennes,48.13654400,-1.66750500,,,0,,1,
6-2750,2750,Monts Gaultier,Noyal-Châtillon-sur-Seiche,48.03925900,-1.68054100,,,0,,1,
6-2751,2751,Monts Gaultier,Noyal-Châtillon-sur-Seiche,48.03933800,-1.68000200,,,0,,1,
6-1257,1257,Morbihan,Rennes,48.13266300,-1.66756900,,,0,,1,
6-1285,1285,Morbihan,Rennes,48.13282700,-1.66760900,,,0,,1,
6-3852,3852,Mordelles Eglise,Mordelles,48.07198200,-1.84979700,,,0,,1,
6-3865,3865,Mordelles Eglise,Mordelles,48.07183600,-1.85033900,,,0,,1,
6-3854,3854,Mordelles Lilas,Mordelles,48.07582100,-1.84214100,,,0,,1,
6-3863,3863,Mordelles Lilas,Mordelles,48.07588700,-1.84224800,,,0,,1,
6-3853,3853,Mordelles Mairie,Mordelles,48.07373300,-1.84626300,,,0,,1,
6-3864,3864,Mordelles Mairie,Mordelles,48.07372800,-1.84657000,,,0,,1,
6-3851,3851,Mordelles Pâtis,Mordelles,48.07455600,-1.85370400,,,0,,1,
6-3869,3869,Mordelles Pâtis,Mordelles,48.07389300,-1.85369400,,,0,,1,
6-2201,2201,Morinais,Saint-Jacques-de-la-Lande,48.07550200,-1.71627300,,,0,,1,
6-2224,2224,Morinais,Saint-Jacques-de-la-Lande,48.07506000,-1.71606600,,,0,,1,
6-3880,3880,Morvan Lebesque,Mordelles,48.07146500,-1.84111100,,,0,,2,
6-1654,1654,Motte Brûlon,Rennes,48.12957600,-1.67416700,,,0,,1,
6-1655,1655,Motte Brûlon,Rennes,48.12993500,-1.67384700,,,0,,1,
6-2631,2631,Moulin,Vern-sur-Seiche,48.04770900,-1.59863900,,,0,,2,
6-2632,2632,Moulin,Vern-sur-Seiche,48.04812000,-1.59860800,,,0,,2,
6-1514,1514,Moulin de Joué,Rennes,48.11332600,-1.64764800,,,0,,1,
6-1515,1515,Moulin de Joué,Rennes,48.11368800,-1.64759900,,,0,,1,
6-3903,3903,Mouton Blanc,Pont-Péan,48.01057300,-1.70097900,,,0,,1,
6-3914,3914,Mouton Blanc,Pont-Péan,48.01037000,-1.70103900,,,0,,1,
6-1212,1212,Mouézy,Rennes,48.10195000,-1.65656600,,,0,,1,
6-1244,1244,Mouézy,Rennes,48.10223100,-1.65504100,,,0,,1,
6-2012,2012,Muguet,Cesson-Sévigné,48.11835300,-1.60848800,,,0,,1,
6-2024,2024,Muguet,Cesson-Sévigné,48.11842700,-1.60833500,,,0,,1,
6-1181,1181,Musset Cité U,Rennes,48.11615200,-1.66253900,,,0,,1,
6-1199,1199,Musset Cité U,Rennes,48.11624100,-1.66281300,,,0,,1,
6-1166,1166,Musée Beaux Arts,Rennes,48.10990900,-1.67517100,,,0,,1,
6-1169,1169,Musée Beaux Arts,Rennes,48.10985100,-1.67314200,,,0,,1,
6-2203,2203,Médiathèque,Saint-Jacques-de-la-Lande,48.07940400,-1.71570000,,,0,,1,
6-2214,2214,Médiathèque,Saint-Jacques-de-la-Lande,48.07989800,-1.71553400,,,0,,1,
6-2107,2107,Ménouriais,Cesson-Sévigné,48.09964900,-1.60306100,,,0,,1,
6-2128,2128,Ménouriais,Cesson-Sévigné,48.09976900,-1.60303700,,,0,,2,
6-4053,4053,Métairie,La Chapelle-des-Fougeretz,48.17950500,-1.72935700,,,0,,1,
6-4060,4060,Métairie,La Chapelle-des-Fougeretz,48.17925100,-1.72929500,,,0,,1,
6-2054,2054,Métairies Chalotais,Cesson-Sévigné,48.12304400,-1.60201500,,,0,,1,
6-2068,2068,Métairies Chalotais,Cesson-Sévigné,48.12325400,-1.60166100,,,0,,1,
6-3509,3509,Métrie,Montgermont,48.15300300,-1.70889300,,,0,,1,
6-2438,2438,Mézières,Betton,48.18499000,-1.65024000,,,0,,2,
6-2441,2441,Mézières,Betton,48.18494600,-1.64977200,,,0,,2,
6-1254,1254,Neruda,Rennes,48.13678900,-1.67110800,,,0,,1,
6-1288,1288,Neruda,Rennes,48.13664600,-1.67060000,,,0,,1,
6-2842,2842,Nobel,Saint-Grégoire,48.15811300,-1.67207400,,,0,,1,
6-2843,2843,Nobel,Saint-Grégoire,48.15831800,-1.67216500,,,0,,1,
6-3134,3134,Nominoë,Pacé,48.14162600,-1.77044400,,,0,,1,
6-3135,3135,Nominoë,Pacé,48.14174600,-1.77103600,,,0,,1,
6-1670,1670,Normandie,Rennes,48.12383000,-1.70903000,,,0,,1,
6-1682,1682,Normandie,Rennes,48.12362800,-1.70922200,,,0,,1,
6-1449,1449,Norvège,Rennes,48.08685900,-1.68310900,,,0,,1,
6-1457,1457,Norvège,Rennes,48.08676900,-1.68385500,,,0,,1,
6-2331,2331,Noë,Bruz,48.02139400,-1.75227600,,,0,,1,
6-2344,2344,Noë,Bruz,48.02167400,-1.75231700,,,0,,1,
6-4315,4315,Noë Biche,L'Hermitage,48.12299100,-1.80247200,,,0,,1,
6-4316,4316,Noë Biche,L'Hermitage,48.12279700,-1.80117600,,,0,,1,
6-2501,2501,Noë Diolé,Le Rheu,48.10243900,-1.83226000,,,0,,2,
6-2520,2520,Noë Diolé,Le Rheu,48.10247700,-1.83115400,,,0,,2,
6-1115,1115,Oberthur,Rennes,48.11344300,-1.66142900,,,0,,1,
6-1148,1148,Oberthur,Rennes,48.11342000,-1.66124500,,,0,,1,
6-3956,3956,Oliverie,Saint-Sulpice-la-Forêt,48.19788500,-1.59913600,,,0,,1,
6-3957,3957,Oliverie,Saint-Sulpice-la-Forêt,48.19742200,-1.59934400,,,0,,2,
6-1741,1741,Olivier de Serres,Rennes,48.12801600,-1.68691800,,,0,,2,
6-1742,1742,Olivier de Serres,Rennes,48.12654400,-1.68631200,,,0,,1,
6-1299,1299,Olympe de Gouges,Rennes,48.12791700,-1.70274300,,,0,,1,
6-1305,1305,Olympe de Gouges,Rennes,48.12752500,-1.70328500,,,0,,1,
6-2402,2402,Omblais,Betton,48.17931300,-1.65105700,,,0,,1,
6-2421,2421,Omblais,Betton,48.17917200,-1.65124800,,,0,,1,
6-3112,3112,Opéra,Pacé,48.14105900,-1.76729400,,,0,,1,
6-3144,3144,Opéra,Pacé,48.14104400,-1.76631100,,,0,,1,
6-3249,3249,Orgerblon,Orgères,48.01484000,-1.66394900,,,0,,1,
6-3250,3250,Orgerblon,Orgères,48.01501500,-1.66385200,,,0,,1,
6-1335,1335,Ormeaux,Rennes,48.09771500,-1.66837300,,,0,,1,
6-1365,1365,Ormeaux,Rennes,48.09775900,-1.66924500,,,0,,1,
6-3259,3259,Ormes Blanches,Orgères,47.99266200,-1.66293500,,,0,,1,
6-3260,3260,Ormes Blanches,Orgères,47.99284700,-1.66291000,,,0,,1,
6-4702,4702,Orée du Bois,Laillé,47.97550800,-1.71700600,,,0,,1,
6-4703,4703,Orée du Bois,Laillé,47.97557900,-1.71706700,,,0,,1,
6-3126,3126,Ouessant,Pacé,48.15726500,-1.76579900,,,0,,1,
6-3133,3133,Ouessant,Pacé,48.15739400,-1.76565500,,,0,,1,
6-3109,3109,Pacé Cimetière,Pacé,48.14808100,-1.76986900,,,0,,1,
6-3115,3115,Pacé Cimetière,Pacé,48.14809900,-1.76970200,,,0,,1,
6-3175,3175,Pacé Cimetière,Pacé,48.14759300,-1.76873100,,,0,,1,
6-3176,3176,Pacé Cimetière,Pacé,48.14778700,-1.76849300,,,0,,1,
6-1008,1008,Painlevé,Rennes,48.12319500,-1.66023200,,,0,,1,
6-1032,1032,Painlevé,Rennes,48.12323600,-1.65923700,,,0,,1,
6-1634,1634,Painlevé,Rennes,48.12368700,-1.66050500,,,0,,1,
6-1219,1219,Papeteries,Rennes,48.10827800,-1.70377400,,,0,,1,
6-1237,1237,Papeteries,Rennes,48.10773900,-1.70245400,,,0,,1,
6-1673,1673,Parc Beauregard,Rennes,48.13117000,-1.70385300,,,0,,1,
6-1679,1679,Parc Beauregard,Rennes,48.13099200,-1.70394600,,,0,,1,
6-4351,4351,Parc d'Activités,Saint-Erblon,48.01727000,-1.66033200,,,0,,1,
6-2911,2911,Parc de Loisirs,Chartres-de-Bretagne,48.03327900,-1.70724200,,,0,,1,
6-2927,2927,Parc de Loisirs,Chartres-de-Bretagne,48.03307800,-1.70740600,,,0,,1,
6-3401,3401,Parc des Sports,Nouvoitou,48.04136000,-1.55331300,,,0,,1,
6-2236,2236,Parc Expo,Saint-Jacques-de-la-Lande,48.06008300,-1.73405100,,,0,,1,
6-2244,2244,Parc Expo,Saint-Jacques-de-la-Lande,48.05979800,-1.73453300,,,0,,1,
6-2266,2266,Parc Expo,Bruz,48.05651500,-1.73206800,,,0,,2,
6-1108,1108,Parc Gayeulles,Rennes,48.12832500,-1.65222400,,,0,,1,
6-1155,1155,Parc Gayeulles,Rennes,48.12916400,-1.65201100,,,0,,1,
6-1748,1748,Parlement,Rennes,48.11164200,-1.67777300,,,0,,1,
6-3617,3617,Parthenay Fontaine,Parthenay-de-Bretagne,48.19370500,-1.83218900,,,0,,1,
6-3602,3602,Parthenay Mairie,Parthenay-de-Bretagne,48.19201300,-1.83119100,,,0,,1,
6-3615,3615,Parthenay Mairie,Parthenay-de-Bretagne,48.19210500,-1.83145700,,,0,,1,
6-2334,2334,Pasteur,Bruz,48.02383600,-1.73606300,,,0,,1,
6-2341,2341,Pasteur,Bruz,48.02363500,-1.73627800,,,0,,1,
6-9148,9148,Pasteur Ev,Bruz,48.02305600,-1.73573400,,,0,,0,
6-9149,9149,Pasteur Ev,Bruz,48.02295100,-1.73579200,,,0,,0,
6-1252,1252,Patton,Rennes,48.13876200,-1.66601200,,,0,,1,
6-1165,1165,Paul Bert,Rennes,48.11010700,-1.67023900,,,0,,1,
6-1170,1170,Paul Bert,Rennes,48.11000200,-1.66898800,,,0,,1,
6-4353,4353,Paul Féval,Saint-Erblon,48.01757500,-1.65452300,,,0,,1,
6-4354,4354,Paul Féval,Saint-Erblon,48.01775400,-1.65440200,,,0,,1,
6-2810,2810,Paul-Emile Victor,Saint-Grégoire,48.15379700,-1.69198700,,,0,,1,
6-2821,2821,Paul-Emile Victor,Saint-Grégoire,48.15362800,-1.69209100,,,0,,1,
6-1209,1209,Pavie,Rennes,48.10499600,-1.64457500,,,0,,1,
6-1247,1247,Pavie,Rennes,48.10486800,-1.64365600,,,0,,1,
6-3805,3805,Perelle,Bourgbarré,47.99456700,-1.63161400,,,0,,2,
6-3806,3806,Perelle,Bourgbarré,47.99437600,-1.63122800,,,0,,2,
6-2713,2713,Petit Beaulieu,Noyal-Châtillon-sur-Seiche,48.06847400,-1.66574500,,,0,,1,
6-2716,2716,Petit Beaulieu,Noyal-Châtillon-sur-Seiche,48.06858100,-1.66596300,,,0,,1,
6-1498,1498,Petit Champeaux,Rennes,48.11664500,-1.72400900,,,0,,1,
6-1504,1504,Petit Champeaux,Rennes,48.11635300,-1.72315800,,,0,,1,
6-2422,2422,Petite Hublais,Betton,48.18219700,-1.61609400,,,0,,1,
6-2429,2429,Petite Hublais,Betton,48.18221300,-1.61583600,,,0,,1,
6-2162,2162,Petite Monniais,Cesson-Sévigné,48.10382800,-1.60405600,,,0,,1,
6-2163,2163,Petite Monniais,Cesson-Sévigné,48.10370800,-1.60418000,,,0,,1,
6-3203,3203,Petite Rochelle,Orgères,47.97631200,-1.65746300,,,0,,2,
6-3205,3205,Petite Rochelle,Orgères,47.97607000,-1.65710500,,,0,,2,
6-2710,2710,Petite Saudrais,Noyal-Châtillon-sur-Seiche,48.04716000,-1.66123000,,,0,,1,
6-2719,2719,Petite Saudrais,Noyal-Châtillon-sur-Seiche,48.04701300,-1.66097200,,,0,,1,
6-2006,2006,Petits Champs,Cesson-Sévigné,48.12519200,-1.59660400,,,0,,1,
6-2030,2030,Petits Champs,Cesson-Sévigné,48.12488500,-1.59669600,,,0,,1,
6-2058,2058,Peupliers,Cesson-Sévigné,48.11266400,-1.60772400,,,0,,1,
